BER Value,Average Accuracy
1e-05,64.35799999999999
0.0007235714285714287,63.68333333333333
0.0014371428571428573,62.725333333333325
0.0021507142857142857,62.14466666666667
0.0028642857142857146,61.37133333333333
0.0035778571428571435,60.604
0.004291428571428571,59.82266666666666
0.005005,58.957333333333345
0.005718571428571429,57.48733333333334
0.006432142857142858,57.385999999999996
0.0071457142857142865,55.896666666666654
0.007859285714285714,53.71466666666666
0.008572857142857142,53.58666666666667
0.009286428571428572,52.54600000000001
0.01,52.07933333333334
