Layer,BER Value,Average Accuracy
fc2,0.0014371428571428573,63.918
fc2,0.0021507142857142857,63.624
fc2,0.0028642857142857146,63.38933333333333
fc2,0.0035778571428571435,63.267333333333326
fc2,0.004291428571428571,63.06066666666666
fc2,0.005005,62.495333333333335
fc2,0.005718571428571429,62.478
fc2,0.006432142857142858,62.28666666666666
fc2,0.0071457142857142865,61.931333333333335
fc2,0.007859285714285714,61.58200000000001
fc2,0.008572857142857142,61.666666666666664
fc2,0.009286428571428572,61.104
fc2,0.01,61.150666666666666
