Layer,BER Value,Average Accuracy
conv1,1e-05,64.42199999999998
conv1,0.0007235714285714287,64.30533333333332
conv1,0.0014371428571428573,63.92866666666667
conv1,0.0021507142857142857,64.12666666666665
conv1,0.0028642857142857146,63.71733333333334
conv1,0.0035778571428571435,63.580000000000005
conv1,0.004291428571428571,63.40266666666667
conv1,0.005005,63.28066666666667
conv1,0.005718571428571429,63.11266666666666
conv1,0.006432142857142858,62.71666666666667
conv1,0.0071457142857142865,62.40533333333333
conv1,0.007859285714285714,62.457333333333324
conv1,0.008572857142857142,62.48800000000001
conv1,0.009286428571428572,62.068666666666665
conv1,0.01,61.893333333333345
conv2,1e-05,64.40866666666666
conv2,0.0007235714285714287,64.31066666666666
conv2,0.0014371428571428573,64.33200000000001
conv2,0.0021507142857142857,64.19666666666667
conv2,0.0028642857142857146,64.22133333333333
conv2,0.0035778571428571435,64.17
conv2,0.004291428571428571,64.006
conv2,0.005005,63.864
conv2,0.005718571428571429,63.742
conv2,0.006432142857142858,63.86933333333332
conv2,0.0071457142857142865,63.541333333333334
conv2,0.007859285714285714,63.64533333333333
conv2,0.008572857142857142,63.084666666666664
conv2,0.009286428571428572,63.32933333333334
conv2,0.01,63.091333333333324
conv3,1e-05,64.40799999999999
conv3,0.0007235714285714287,64.35799999999999
conv3,0.0014371428571428573,64.26933333333334
conv3,0.0021507142857142857,64.30666666666666
conv3,0.0028642857142857146,64.06133333333335
conv3,0.0035778571428571435,64.03133333333334
conv3,0.004291428571428571,64.06666666666665
conv3,0.005005,63.81266666666667
conv3,0.005718571428571429,63.934666666666665
conv3,0.006432142857142858,63.595333333333336
conv3,0.0071457142857142865,63.71400000000001
conv3,0.007859285714285714,63.63266666666667
conv3,0.008572857142857142,63.43533333333333
conv3,0.009286428571428572,63.410000000000004
conv3,0.01,63.34133333333333
conv4,1e-05,64.41266666666667
conv4,0.0007235714285714287,64.344
conv4,0.0014371428571428573,64.31599999999999
conv4,0.0021507142857142857,64.34266666666666
conv4,0.0028642857142857146,64.3
conv4,0.0035778571428571435,64.29266666666666
conv4,0.004291428571428571,64.29933333333332
conv4,0.005005,64.30266666666667
conv4,0.005718571428571429,64.20333333333333
conv4,0.006432142857142858,64.14866666666666
conv4,0.0071457142857142865,64.26866666666666
conv4,0.007859285714285714,64.24533333333333
conv4,0.008572857142857142,64.19333333333333
conv4,0.009286428571428572,64.14533333333334
conv4,0.01,64.15466666666667
conv5,1e-05,64.41
conv5,0.0007235714285714287,64.30333333333334
conv5,0.0014371428571428573,64.24533333333333
conv5,0.0021507142857142857,64.278
conv5,0.0028642857142857146,64.29466666666666
conv5,0.0035778571428571435,64.242
conv5,0.004291428571428571,64.254
conv5,0.005005,64.15266666666666
conv5,0.005718571428571429,64.10600000000001
conv5,0.006432142857142858,64.14599999999999
conv5,0.0071457142857142865,64.05733333333333
conv5,0.007859285714285714,64.012
conv5,0.008572857142857142,63.912000000000006
conv5,0.009286428571428572,63.913333333333334
conv5,0.01,63.90533333333334
conv6,1e-05,64.40599999999999
conv6,0.0007235714285714287,64.36200000000001
conv6,0.0014371428571428573,64.366
conv6,0.0021507142857142857,64.296
conv6,0.0028642857142857146,64.31466666666667
conv6,0.0035778571428571435,64.3
conv6,0.004291428571428571,64.26733333333331
conv6,0.005005,64.18466666666667
conv6,0.005718571428571429,64.26199999999999
conv6,0.006432142857142858,64.19866666666667
conv6,0.0071457142857142865,64.288
conv6,0.007859285714285714,64.216
conv6,0.008572857142857142,64.21933333333334
conv6,0.009286428571428572,64.068
conv6,0.01,64.076
conv7,1e-05,64.39466666666665
conv7,0.0007235714285714287,64.33
conv7,0.0014371428571428573,64.30866666666667
conv7,0.0021507142857142857,64.28333333333335
conv7,0.0028642857142857146,64.27666666666667
conv7,0.0035778571428571435,64.21266666666666
conv7,0.004291428571428571,64.16733333333335
conv7,0.005005,64.15866666666668
conv7,0.005718571428571429,64.12266666666666
conv7,0.006432142857142858,64.11266666666667
conv7,0.0071457142857142865,63.95399999999999
conv7,0.007859285714285714,63.91400000000001
conv7,0.008572857142857142,63.91933333333334
conv7,0.009286428571428572,63.84400000000001
conv7,0.01,63.833333333333336
conv8,1e-05,64.41533333333332
conv8,0.0007235714285714287,64.39399999999999
conv8,0.0014371428571428573,64.30600000000001
conv8,0.0021507142857142857,64.25066666666666
conv8,0.0028642857142857146,64.22399999999999
conv8,0.0035778571428571435,64.294
conv8,0.004291428571428571,64.22800000000001
conv8,0.005005,64.17533333333333
conv8,0.005718571428571429,64.08066666666667
conv8,0.006432142857142858,64.086
conv8,0.0071457142857142865,64.06933333333333
conv8,0.007859285714285714,64.01666666666667
conv8,0.008572857142857142,63.90266666666666
conv8,0.009286428571428572,63.79133333333333
conv8,0.01,63.792666666666676
fc1,1e-05,64.41666666666666
fc1,0.0007235714285714287,64.40133333333333
fc1,0.0014371428571428573,64.35
fc1,0.0021507142857142857,64.374
fc1,0.0028642857142857146,64.25533333333333
fc1,0.0035778571428571435,64.25266666666667
fc1,0.004291428571428571,64.21933333333334
fc1,0.005005,64.146
fc1,0.005718571428571429,64.118
fc1,0.006432142857142858,64.032
fc1,0.0071457142857142865,64.04266666666666
fc1,0.007859285714285714,64.00733333333334
fc1,0.008572857142857142,63.884
fc1,0.009286428571428572,63.870666666666665
fc1,0.01,63.97466666666666
fc2,1e-05,64.40866666666665
fc2,0.0007235714285714287,64.17133333333332
