Layer,BER Value,Average Accuracy
conv8,0.004291428571428571,63.528000000000006
conv8,0.005005,63.449333333333335
conv8,0.005718571428571429,63.39133333333333
conv8,0.006432142857142858,63.30400000000001
conv8,0.0071457142857142865,63.25000000000001
conv8,0.007859285714285714,63.231333333333325
conv8,0.008572857142857142,63.12599999999999
conv8,0.009286428571428572,63.155999999999985
conv8,0.01,63.06266666666667
fc1,1e-05,63.91933333333332
fc1,0.0007235714285714287,63.833999999999996
fc1,0.0014371428571428573,63.710000000000015
fc1,0.0021507142857142857,63.639333333333326
fc1,0.0028642857142857146,63.567333333333316
fc1,0.0035778571428571435,63.47
fc1,0.004291428571428571,63.415333333333336
fc1,0.005005,63.32
fc1,0.005718571428571429,63.239999999999995
fc1,0.006432142857142858,63.22866666666667
fc1,0.0071457142857142865,63.272000000000006
fc1,0.007859285714285714,63.11733333333334
fc1,0.008572857142857142,63.03533333333334
fc1,0.009286428571428572,62.956
fc1,0.01,62.894000000000005
fc2,1e-05,63.92466666666666
fc2,0.0007235714285714287,63.596000000000004
fc2,0.0014371428571428573,63.13999999999999
fc2,0.0021507142857142857,62.79333333333333
fc2,0.0028642857142857146,62.70666666666666
fc2,0.0035778571428571435,62.50466666666666
fc2,0.004291428571428571,62.112
fc2,0.005005,61.852
fc2,0.005718571428571429,61.33133333333334
fc2,0.006432142857142858,60.97733333333333
fc2,0.0071457142857142865,60.836000000000006
fc2,0.007859285714285714,60.669999999999995
fc2,0.008572857142857142,60.37533333333332
fc2,0.009286428571428572,59.86266666666666
fc2,0.01,59.542
