BER Value,Average Accuracy
1e-05,64.50266666666667
0.0007235714285714287,63.66733333333333
0.0014371428571428573,63.05666666666665
0.0021507142857142857,62.046666666666674
0.0028642857142857146,60.96066666666666
0.0035778571428571435,60.42333333333335
0.004291428571428571,58.99666666666666
0.005005,58.62199999999999
0.005718571428571429,57.79
0.006432142857142858,56.73466666666666
0.0071457142857142865,55.626666666666665
0.007859285714285714,54.95133333333333
0.008572857142857142,54.14933333333333
0.009286428571428572,53.08266666666668
0.01,51.942
